"s" "f" "o" "insertions"
"16030" "Iguanodectes_rachovii" "Iguanodectidae" "Characiformes" "Congeneric_insertion"
"16031" "Iguanodectes_spilurus" "Iguanodectidae" "Characiformes" "Congeneric_insertion"
"16032" "Iguanodectes_variatus" "Iguanodectidae" "Characiformes" "Congeneric_insertion"
"16033" "Iheringichthys_labrosus" "Pimelodidae" "Siluriformes" "Present_in_Tree"
"16034" "Iheringichthys_megalops" "Pimelodidae" "Siluriformes" "Congeneric_insertion"
"16035" "Iheringichthys_syi" "Pimelodidae" "Siluriformes" "Congeneric_insertion"
"16041" "Iksookimia_hugowolfeldi" "Cobitidae" "Cypriniformes" "Present_in_Tree"
"16042" "Iksookimia_koreensis" "Cobitidae" "Cypriniformes" "Present_in_Tree"
"16043" "Iksookimia_longicorpa" "Cobitidae" "Cypriniformes" "Present_in_Tree"
"16044" "Iksookimia_pumila" "Cobitidae" "Cypriniformes" "Present_in_Tree"
"16045" "Iksookimia_yongdokensis" "Cobitidae" "Cypriniformes" "Present_in_Tree"
"16046" "Ilisha_africana" "Pristigasteridae" "Clupeiformes" "Congeneric_insertion"
"16047" "Ilisha_amazonica" "Pristigasteridae" "Clupeiformes" "Congeneric_insertion"
"16050" "Ilisha_filigera" "Pristigasteridae" "Clupeiformes" "Congeneric_insertion"
"16052" "Ilisha_kampeni" "Pristigasteridae" "Clupeiformes" "Congeneric_insertion"
"16055" "Ilisha_megaloptera" "Pristigasteridae" "Clupeiformes" "Congeneric_insertion"
"16057" "Ilisha_novacula" "Pristigasteridae" "Clupeiformes" "Congeneric_insertion"
"16059" "Ilisha_pristigastroides" "Pristigasteridae" "Clupeiformes" "Congeneric_insertion"
"16063" "Ilyodon_cortesae" "Goodeidae" "Cyprinodontiformes" "Congeneric_insertion"
"16064" "Ilyodon_furcidens" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"16065" "Ilyodon_lennoni" "Goodeidae" "Cyprinodontiformes" "Congeneric_insertion"
"16066" "Ilyodon_whitei" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"16067" "Ilyodon_xantusi" "Goodeidae" "Cyprinodontiformes" "Present_in_Tree"
"16076" "Imparfinis_borodini" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16077" "Imparfinis_cochabambae" "Heptapteridae" "Siluriformes" "Present_in_Tree"
"16078" "Imparfinis_guttatus" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16079" "Imparfinis_hasemani" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16080" "Imparfinis_hollandi" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16081" "Imparfinis_lineatus" "Heptapteridae" "Siluriformes" "Present_in_Tree"
"16082" "Imparfinis_longicaudus" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16083" "Imparfinis_microps" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16084" "Imparfinis_minutus" "Heptapteridae" "Siluriformes" "Present_in_Tree"
"16085" "Imparfinis_mirini" "Heptapteridae" "Siluriformes" "Present_in_Tree"
"16086" "Imparfinis_mishky" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16087" "Imparfinis_nemacheir" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16088" "Imparfinis_parvus" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16089" "Imparfinis_pijpersi" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16090" "Imparfinis_piperatus" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16091" "Imparfinis_pristos" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16092" "Imparfinis_pseudonemacheir" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16093" "Imparfinis_schubarti" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16094" "Imparfinis_spurrellii" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16095" "Imparfinis_stictonotus" "Heptapteridae" "Siluriformes" "Present_in_Tree"
"16096" "Imparfinis_timana" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16097" "Imparfinis_usmai" "Heptapteridae" "Siluriformes" "Congeneric_insertion"
"16100" "Indoreonectes_evezardi" "Nemacheilidae" "Cypriniformes" "Family_insertion"
"16101" "Indostomus_crocodilus" "Indostomidae" "Gasterosteiformes" "Congeneric_insertion"
"16102" "Indostomus_paradoxus" "Indostomidae" "Gasterosteiformes" "Present_in_Tree"
"16103" "Indostomus_spinosus" "Indostomidae" "Gasterosteiformes" "Congeneric_insertion"
"16138" "Inlecypris_jayarami" "Cyprinidae" "Cypriniformes" "Family_insertion"
"16139" "Inpaichthys_kerri" "Characidae" "Characiformes" "Present_in_Tree"
"16142" "Interochromis_loocki" "Cichlidae" "Cichliformes" "Present_in_Tree"
"16143" "Iodotropheus_declivitas" "Cichlidae" "Cichliformes" "Family_insertion"
"16144" "Iodotropheus_sprengerae" "Cichlidae" "Cichliformes" "Congeneric_Family_level"
"16145" "Iodotropheus_stuartgranti" "Cichlidae" "Cichliformes" "Congeneric_Family_level"
"16147" "Iotabrycon_praecox" "Characidae" "Characiformes" "Family_insertion"
"16148" "Iotichthys_phlegethontis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"16152" "Iracema_caiana" "Rhamphichthyidae" "Gymnotiformes" "Family_insertion"
"16154" "Iranocichla_hormuzensis" "Cichlidae" "Cichliformes" "Present_in_Tree"
"16155" "Iriatherina_werneri" "Melanotaeniidae" "Atheriniformes" "Present_in_Tree"
"16158" "Irvineia_orientalis" "Schilbeidae" "Siluriformes" "Family_insertion"
"16159" "Irvineia_voltae" "Schilbeidae" "Siluriformes" "Congeneric_Family_level"
"16161" "Isbrueckerichthys_alipionis" "Loricariidae" "Siluriformes" "Present_in_Tree"
"16162" "Isbrueckerichthys_calvus" "Loricariidae" "Siluriformes" "Present_in_Tree"
"16163" "Isbrueckerichthys_duseni" "Loricariidae" "Siluriformes" "Present_in_Tree"
"16164" "Isbrueckerichthys_epakmos" "Loricariidae" "Siluriformes" "Present_in_Tree"
"16165" "Isbrueckerichthys_saxicola" "Loricariidae" "Siluriformes" "Present_in_Tree"
"16166" "Ischikauia_steenackeri" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"16167" "Isichthys_henryi" "Mormyridae" "Osteoglossiformes" "Present_in_Tree"
"16170" "Iskandaria_kuschakewitschi" "Nemacheilidae" "Cypriniformes" "Family_insertion"
"16181" "Isorineloricaria_spinosissima" "Loricariidae" "Siluriformes" "Family_insertion"
"16182" "Isthmoheros_tuyrensis" "Cichlidae" "Cichliformes" "Family_insertion"
"16199" "Istigobius_diadema" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"16212" "Ituglanis_agreste" "Trichomycteridae" "Siluriformes" "Family_insertion"
"16213" "Ituglanis_amazonicus" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16214" "Ituglanis_apteryx" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16215" "Ituglanis_australis" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16216" "Ituglanis_bambui" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16217" "Ituglanis_boitata" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16218" "Ituglanis_cahyensis" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16219" "Ituglanis_compactus" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16220" "Ituglanis_eichorniarum" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16221" "Ituglanis_epikarsticus" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16222" "Ituglanis_gracilior" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16223" "Ituglanis_guayaberensis" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16224" "Ituglanis_herberti" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16225" "Ituglanis_ina" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16226" "Ituglanis_laticeps" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16227" "Ituglanis_macunaima" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16228" "Ituglanis_mambai" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16229" "Ituglanis_metae" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16230" "Ituglanis_nebulosus" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16231" "Ituglanis_paraguassuensis" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16232" "Ituglanis_parahybae" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16233" "Ituglanis_parkoi" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16234" "Ituglanis_passensis" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16235" "Ituglanis_proops" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16236" "Ituglanis_ramiroi" "Trichomycteridae" "Siluriformes" "Congeneric_Family_level"
"16238" "Ivindomyrus_marchei" "Mormyridae" "Osteoglossiformes" "Congeneric_insertion"
"16239" "Ivindomyrus_opdenboschi" "Mormyridae" "Osteoglossiformes" "Present_in_Tree"
"16240" "Ixinandria_steinbachi" "Loricariidae" "Siluriformes" "Present_in_Tree"
"16241" "Japigny_kirschbaum" "Sternopygidae" "Gymnotiformes" "Family_insertion"
"16272" "Jenynsia_alternimaculata" "Anablepidae" "Cyprinodontiformes" "Congeneric_insertion"
"16273" "Jenynsia_diphyes" "Anablepidae" "Cyprinodontiformes" "Congeneric_insertion"
"16274" "Jenynsia_eigenmanni" "Anablepidae" "Cyprinodontiformes" "Congeneric_insertion"
"16275" "Jenynsia_eirmostigma" "Anablepidae" "Cyprinodontiformes" "Congeneric_insertion"
"16276" "Jenynsia_lineata" "Anablepidae" "Cyprinodontiformes" "Present_in_Tree"
"16277" "Jenynsia_luxata" "Anablepidae" "Cyprinodontiformes" "Congeneric_insertion"
"16278" "Jenynsia_maculata" "Anablepidae" "Cyprinodontiformes" "Present_in_Tree"
"16279" "Jenynsia_multidentata" "Anablepidae" "Cyprinodontiformes" "Congeneric_insertion"
"16280" "Jenynsia_obscura" "Anablepidae" "Cyprinodontiformes" "Congeneric_insertion"
"16281" "Jenynsia_onca" "Anablepidae" "Cyprinodontiformes" "Present_in_Tree"
"16282" "Jenynsia_sanctaecatarinae" "Anablepidae" "Cyprinodontiformes" "Congeneric_insertion"
"16283" "Jenynsia_tucumana" "Anablepidae" "Cyprinodontiformes" "Congeneric_insertion"
"16284" "Jenynsia_unitaenia" "Anablepidae" "Cyprinodontiformes" "Congeneric_insertion"
"16285" "Jenynsia_weitzmani" "Anablepidae" "Cyprinodontiformes" "Congeneric_insertion"
"16286" "Jinshaia_abbreviata" "Balitoridae" "Cypriniformes" "Present_in_Tree"
"16287" "Jinshaia_niulanjiangensis" "Balitoridae" "Cypriniformes" "Congeneric_insertion"
"16288" "Jinshaia_sinensis" "Balitoridae" "Cypriniformes" "Present_in_Tree"
"16289" "Johnius_amblycephalus" "Sciaenidae" "Incertae sedis in Eupercaria" "Present_in_Tree"
"16290" "Johnius_australis" "Sciaenidae" "Incertae sedis in Eupercaria" "Congeneric_insertion"
"16292" "Johnius_borneensis" "Sciaenidae" "Incertae sedis in Eupercaria" "Present_in_Tree"
"16294" "Johnius_carouna" "Sciaenidae" "Incertae sedis in Eupercaria" "Congeneric_insertion"
"16295" "Johnius_carutta" "Sciaenidae" "Incertae sedis in Eupercaria" "Congeneric_insertion"
"16296" "Johnius_coitor" "Sciaenidae" "Incertae sedis in Eupercaria" "Congeneric_insertion"
"16301" "Johnius_fasciatus" "Sciaenidae" "Incertae sedis in Eupercaria" "Congeneric_insertion"
"16303" "Johnius_gangeticus" "Sciaenidae" "Incertae sedis in Eupercaria" "Congeneric_insertion"
"16317" "Johnius_pacificus" "Sciaenidae" "Incertae sedis in Eupercaria" "Congeneric_insertion"
"16319" "Johnius_plagiostoma" "Sciaenidae" "Incertae sedis in Eupercaria" "Congeneric_insertion"
"16320" "Johnius_trachycephalus" "Sciaenidae" "Incertae sedis in Eupercaria" "Congeneric_insertion"
"16325" "Jordanella_floridae" "Cyprinodontidae" "Cyprinodontiformes" "Present_in_Tree"
"16327" "Joturus_pichardi" "Mugilidae" "Mugiliformes" "Present_in_Tree"
"16328" "Julidochromis_dickfeldi" "Cichlidae" "Cichliformes" "Present_in_Tree"
"16329" "Julidochromis_marksmithi" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"16330" "Julidochromis_marlieri" "Cichlidae" "Cichliformes" "Present_in_Tree"
"16331" "Julidochromis_ornatus" "Cichlidae" "Cichliformes" "Present_in_Tree"
"16332" "Julidochromis_regani" "Cichlidae" "Cichliformes" "Present_in_Tree"
"16333" "Julidochromis_transcriptus" "Cichlidae" "Cichliformes" "Present_in_Tree"
"16334" "Jupiaba_abramoides" "Characidae" "Characiformes" "Congeneric_insertion"
"16335" "Jupiaba_acanthogaster" "Characidae" "Characiformes" "Congeneric_insertion"
"16336" "Jupiaba_anteroides" "Characidae" "Characiformes" "Present_in_Tree"
"16337" "Jupiaba_apenima" "Characidae" "Characiformes" "Congeneric_insertion"
"16338" "Jupiaba_asymmetrica" "Characidae" "Characiformes" "Congeneric_insertion"
"16339" "Jupiaba_atypindi" "Characidae" "Characiformes" "Congeneric_insertion"
"16340" "Jupiaba_citrina" "Characidae" "Characiformes" "Congeneric_insertion"
"16341" "Jupiaba_elassonaktis" "Characidae" "Characiformes" "Congeneric_insertion"
"16342" "Jupiaba_essequibensis" "Characidae" "Characiformes" "Congeneric_insertion"
"16343" "Jupiaba_iasy" "Characidae" "Characiformes" "Congeneric_insertion"
"16344" "Jupiaba_keithi" "Characidae" "Characiformes" "Congeneric_insertion"
"16345" "Jupiaba_kurua" "Characidae" "Characiformes" "Congeneric_insertion"
"16346" "Jupiaba_maroniensis" "Characidae" "Characiformes" "Congeneric_insertion"
"16347" "Jupiaba_meunieri" "Characidae" "Characiformes" "Congeneric_insertion"
"16348" "Jupiaba_minor" "Characidae" "Characiformes" "Congeneric_insertion"
"16349" "Jupiaba_mucronata" "Characidae" "Characiformes" "Congeneric_insertion"
"16350" "Jupiaba_ocellata" "Characidae" "Characiformes" "Congeneric_insertion"
"16351" "Jupiaba_paranatinga" "Characidae" "Characiformes" "Congeneric_insertion"
"16352" "Jupiaba_pinnata" "Characidae" "Characiformes" "Congeneric_insertion"
"16353" "Jupiaba_pirana" "Characidae" "Characiformes" "Congeneric_insertion"
"16354" "Jupiaba_poekotero" "Characidae" "Characiformes" "Congeneric_insertion"
"16355" "Jupiaba_polylepis" "Characidae" "Characiformes" "Present_in_Tree"
"16356" "Jupiaba_poranga" "Characidae" "Characiformes" "Congeneric_insertion"
"16357" "Jupiaba_potaroensis" "Characidae" "Characiformes" "Congeneric_insertion"
"16358" "Jupiaba_scologaster" "Characidae" "Characiformes" "Congeneric_insertion"
"16359" "Jupiaba_yarina" "Characidae" "Characiformes" "Congeneric_insertion"
"16360" "Jupiaba_zonata" "Characidae" "Characiformes" "Congeneric_insertion"
"16361" "Jurengraulis_juruensis" "Engraulidae" "Clupeiformes" "Present_in_Tree"
"16371" "Kalimantania_lawak" "Cyprinidae" "Cypriniformes" "Family_insertion"
"16373" "Kalyptodoras_bahiensis" "Doradidae" "Siluriformes" "Present_in_Tree"
"16392" "Kathetostoma_fluviatilis" "Uranoscopidae" "Uranoscopiformes" "Congeneric_insertion"
"16396" "Katibasia_insidiosa" "Balitoridae" "Cypriniformes" "Family_insertion"
"16397" "Katria_katria" "Cichlidae" "Cichliformes" "Present_in_Tree"
"16420" "Ketengus_typus" "Ariidae" "Siluriformes" "Present_in_Tree"
"16421" "Kichulchoia_brevifasciata" "Cobitidae" "Cypriniformes" "Present_in_Tree"
"16422" "Kihnichthys_ufermanni" "Cichlidae" "Cichliformes" "Family_insertion"
"16423" "Kimberleyeleotris_hutchinsi" "Eleotridae" "Gobiiformes" "Family_insertion"
"16424" "Kimberleyeleotris_notata" "Eleotridae" "Gobiiformes" "Congeneric_Family_level"
"16426" "Kiunga_ballochi" "Pseudomugilidae" "Atheriniformes" "Family_insertion"
"16427" "Kiunga_bleheri" "Pseudomugilidae" "Atheriniformes" "Congeneric_Family_level"
"16428" "Klausewitzia_ritae" "Crenuchidae" "Characiformes" "Family_insertion"
"16429" "Kneria_angolensis" "Kneriidae" "Gonorynchiformes" "Family_insertion"
"16430" "Kneria_ansorgii" "Kneriidae" "Gonorynchiformes" "Congeneric_Family_level"
"16431" "Kneria_auriculata" "Kneriidae" "Gonorynchiformes" "Congeneric_Family_level"
"16432" "Kneria_katangae" "Kneriidae" "Gonorynchiformes" "Congeneric_Family_level"
"16433" "Kneria_maydelli" "Kneriidae" "Gonorynchiformes" "Congeneric_Family_level"
"16434" "Kneria_paucisquamata" "Kneriidae" "Gonorynchiformes" "Congeneric_Family_level"
"16435" "Kneria_polli" "Kneriidae" "Gonorynchiformes" "Congeneric_Family_level"
"16436" "Kneria_ruaha" "Kneriidae" "Gonorynchiformes" "Congeneric_Family_level"
"16437" "Kneria_rukwaensis" "Kneriidae" "Gonorynchiformes" "Congeneric_Family_level"
"16438" "Kneria_sjolandersi" "Kneriidae" "Gonorynchiformes" "Congeneric_Family_level"
"16439" "Kneria_stappersii" "Kneriidae" "Gonorynchiformes" "Congeneric_Family_level"
"16440" "Kneria_uluguru" "Kneriidae" "Gonorynchiformes" "Congeneric_Family_level"
"16441" "Kneria_wittei" "Kneriidae" "Gonorynchiformes" "Congeneric_Family_level"
"16443" "Knipowitschia_cameliae" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"16444" "Knipowitschia_caucasica" "Gobiidae" "Gobiiformes" "Present_in_Tree"
"16446" "Knipowitschia_croatica" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"16447" "Knipowitschia_ephesi" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"16448" "Knipowitschia_goerneri" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"16450" "Knipowitschia_longecaudata" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"16451" "Knipowitschia_mermere" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"16452" "Knipowitschia_milleri" "Gobiidae" "Gobiiformes" "Present_in_Tree"
"16453" "Knipowitschia_montenegrina" "Gobiidae" "Gobiiformes" "Present_in_Tree"
"16454" "Knipowitschia_mrakovcici" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"16455" "Knipowitschia_panizzae" "Gobiidae" "Gobiiformes" "Present_in_Tree"
"16456" "Knipowitschia_punctatissima" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"16457" "Knipowitschia_radovici" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"16458" "Knipowitschia_thessala" "Gobiidae" "Gobiiformes" "Present_in_Tree"
"16459" "Knodus_borki" "Characidae" "Characiformes" "Congeneric_insertion"
"16460" "Knodus_breviceps" "Characidae" "Characiformes" "Congeneric_insertion"
"16461" "Knodus_caquetae" "Characidae" "Characiformes" "Congeneric_insertion"
"16462" "Knodus_chapadae" "Characidae" "Characiformes" "Congeneric_insertion"
"16463" "Knodus_delta" "Characidae" "Characiformes" "Congeneric_insertion"
"16464" "Knodus_dorsomaculatus" "Characidae" "Characiformes" "Congeneric_insertion"
"16465" "Knodus_figueiredoi" "Characidae" "Characiformes" "Congeneric_insertion"
"16466" "Knodus_gamma" "Characidae" "Characiformes" "Congeneric_insertion"
"16467" "Knodus_geryi" "Characidae" "Characiformes" "Congeneric_insertion"
"16468" "Knodus_heteresthes" "Characidae" "Characiformes" "Congeneric_insertion"
"16469" "Knodus_hypopterus" "Characidae" "Characiformes" "Congeneric_insertion"
"16470" "Knodus_longus" "Characidae" "Characiformes" "Congeneric_insertion"
"16471" "Knodus_megalops" "Characidae" "Characiformes" "Congeneric_insertion"
"16472" "Knodus_meridae" "Characidae" "Characiformes" "Present_in_Tree"
"16473" "Knodus_mizquae" "Characidae" "Characiformes" "Congeneric_insertion"
"16474" "Knodus_moenkhausii" "Characidae" "Characiformes" "Present_in_Tree"
"16475" "Knodus_orteguasae" "Characidae" "Characiformes" "Congeneric_insertion"
"16476" "Knodus_pasco" "Characidae" "Characiformes" "Congeneric_insertion"
"16477" "Knodus_savannensis" "Characidae" "Characiformes" "Congeneric_insertion"
"16478" "Knodus_septentrionalis" "Characidae" "Characiformes" "Congeneric_insertion"
"16479" "Knodus_shinahota" "Characidae" "Characiformes" "Congeneric_insertion"
"16480" "Knodus_smithi" "Characidae" "Characiformes" "Congeneric_insertion"
"16481" "Knodus_tiquiensis" "Characidae" "Characiformes" "Congeneric_insertion"
"16482" "Knodus_victoriae" "Characidae" "Characiformes" "Congeneric_insertion"
"16484" "Kolpotocheirodon_figueiredoi" "Characidae" "Characiformes" "Present_in_Tree"
"16485" "Kolpotocheirodon_theloura" "Characidae" "Characiformes" "Present_in_Tree"
"16486" "Konia_dikume" "Cichlidae" "Cichliformes" "Present_in_Tree"
"16487" "Konia_eisentrauti" "Cichlidae" "Cichliformes" "Present_in_Tree"
"16492" "Koreocobitis_naktongensis" "Cobitidae" "Cypriniformes" "Present_in_Tree"
"16493" "Koreocobitis_rotundicaudata" "Cobitidae" "Cypriniformes" "Present_in_Tree"
"16494" "Kottelatia_brittani" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
