"s" "f" "o"
"10725" "Enteromius_martorelli" "Cyprinidae" "Cypriniformes"
"10726" "Enteromius_mattozi" "Cyprinidae" "Cypriniformes"
"10727" "Enteromius_mediosquamatus" "Cyprinidae" "Cypriniformes"
"10728" "Enteromius_melanotaenia" "Cyprinidae" "Cypriniformes"
"10729" "Enteromius_mimus" "Cyprinidae" "Cypriniformes"
"10730" "Enteromius_miolepis" "Cyprinidae" "Cypriniformes"
"10731" "Enteromius_mocoensis" "Cyprinidae" "Cypriniformes"
"10732" "Enteromius_mohasicus" "Cyprinidae" "Cypriniformes"
"10733" "Enteromius_motebensis" "Cyprinidae" "Cypriniformes"
"10734" "Enteromius_multilineatus" "Cyprinidae" "Cypriniformes"
"10735" "Enteromius_musumbi" "Cyprinidae" "Cypriniformes"
"10736" "Enteromius_neefi" "Cyprinidae" "Cypriniformes"
"10737" "Enteromius_neglectus" "Cyprinidae" "Cypriniformes"
"10738" "Enteromius_neumayeri" "Cyprinidae" "Cypriniformes"
"10739" "Enteromius_nigeriensis" "Cyprinidae" "Cypriniformes"
"10740" "Enteromius_nigrifilis" "Cyprinidae" "Cypriniformes"
"10741" "Enteromius_nigroluteus" "Cyprinidae" "Cypriniformes"
"10742" "Enteromius_niokoloensis" "Cyprinidae" "Cypriniformes"
"10743" "Enteromius_nounensis" "Cyprinidae" "Cypriniformes"
"10744" "Enteromius_nyanzae" "Cyprinidae" "Cypriniformes"
"10745" "Enteromius_okae" "Cyprinidae" "Cypriniformes"
"10746" "Enteromius_oligogrammus" "Cyprinidae" "Cypriniformes"
"10747" "Enteromius_olivaceus" "Cyprinidae" "Cypriniformes"
"10748" "Enteromius_owenae" "Cyprinidae" "Cypriniformes"
"10749" "Enteromius_pallidus" "Cyprinidae" "Cypriniformes"
"10750" "Enteromius_paludinosus" "Cyprinidae" "Cypriniformes"
"10751" "Enteromius_papilio" "Cyprinidae" "Cypriniformes"
"10752" "Enteromius_parablabes" "Cyprinidae" "Cypriniformes"
"10753" "Enteromius_parajae" "Cyprinidae" "Cypriniformes"
"10754" "Enteromius_pellegrini" "Cyprinidae" "Cypriniformes"
"10755" "Enteromius_perince" "Cyprinidae" "Cypriniformes"
"10756" "Enteromius_petchkovskyi" "Cyprinidae" "Cypriniformes"
"10757" "Enteromius_pleurogramma" "Cyprinidae" "Cypriniformes"
"10758" "Enteromius_pobeguini" "Cyprinidae" "Cypriniformes"
"10759" "Enteromius_poechii" "Cyprinidae" "Cypriniformes"
"10760" "Enteromius_potamogalis" "Cyprinidae" "Cypriniformes"
"10761" "Enteromius_prionacanthus" "Cyprinidae" "Cypriniformes"
"10762" "Enteromius_profundus" "Cyprinidae" "Cypriniformes"
"10763" "Enteromius_pseudotoppini" "Cyprinidae" "Cypriniformes"
"10764" "Enteromius_pumilus" "Cyprinidae" "Cypriniformes"
"10765" "Enteromius_punctitaeniatus" "Cyprinidae" "Cypriniformes"
"10766" "Enteromius_pygmaeus" "Cyprinidae" "Cypriniformes"
"10767" "Enteromius_quadrilineatus" "Cyprinidae" "Cypriniformes"
"10768" "Enteromius_quadripunctatus" "Cyprinidae" "Cypriniformes"
"10769" "Enteromius_radiatus" "Cyprinidae" "Cypriniformes"
"10770" "Enteromius_raimbaulti" "Cyprinidae" "Cypriniformes"
"10771" "Enteromius_rohani" "Cyprinidae" "Cypriniformes"
"10772" "Enteromius_roussellei" "Cyprinidae" "Cypriniformes"
"10773" "Enteromius_rouxi" "Cyprinidae" "Cypriniformes"
"10774" "Enteromius_rubrostigma" "Cyprinidae" "Cypriniformes"
"10775" "Enteromius_salessei" "Cyprinidae" "Cypriniformes"
"10776" "Enteromius_sensitivus" "Cyprinidae" "Cypriniformes"
"10777" "Enteromius_serengetiensis" "Cyprinidae" "Cypriniformes"
"10778" "Enteromius_sexradiatus" "Cyprinidae" "Cypriniformes"
"10779" "Enteromius_seymouri" "Cyprinidae" "Cypriniformes"
"10780" "Enteromius_stanleyi" "Cyprinidae" "Cypriniformes"
"10781" "Enteromius_stauchi" "Cyprinidae" "Cypriniformes"
"10782" "Enteromius_stigmasemion" "Cyprinidae" "Cypriniformes"
"10783" "Enteromius_stigmatopygus" "Cyprinidae" "Cypriniformes"
"10784" "Enteromius_subinensis" "Cyprinidae" "Cypriniformes"
"10785" "Enteromius_sublineatus" "Cyprinidae" "Cypriniformes"
"10786" "Enteromius_sylvaticus" "Cyprinidae" "Cypriniformes"
"10787" "Enteromius_syntrechalepis" "Cyprinidae" "Cypriniformes"
"10788" "Enteromius_taeniopleura" "Cyprinidae" "Cypriniformes"
"10789" "Enteromius_taeniurus" "Cyprinidae" "Cypriniformes"
"10790" "Enteromius_tanapelagius" "Cyprinidae" "Cypriniformes"
"10791" "Enteromius_tegulifer" "Cyprinidae" "Cypriniformes"
"10792" "Enteromius_tetraspilus" "Cyprinidae" "Cypriniformes"
"10793" "Enteromius_tetrastigma" "Cyprinidae" "Cypriniformes"
"10794" "Enteromius_teugelsi" "Cyprinidae" "Cypriniformes"
"10795" "Enteromius_thamalakanensis" "Cyprinidae" "Cypriniformes"
"10796" "Enteromius_thysi" "Cyprinidae" "Cypriniformes"
"10797" "Enteromius_tiekoroi" "Cyprinidae" "Cypriniformes"
"10798" "Enteromius_tomiensis" "Cyprinidae" "Cypriniformes"
"10799" "Enteromius_tongaensis" "Cyprinidae" "Cypriniformes"
"10800" "Enteromius_toppini" "Cyprinidae" "Cypriniformes"
"10801" "Enteromius_traorei" "Cyprinidae" "Cypriniformes"
"10802" "Enteromius_treurensis" "Cyprinidae" "Cypriniformes"
"10803" "Enteromius_trimaculatus" "Cyprinidae" "Cypriniformes"
"10804" "Enteromius_trinotatus" "Cyprinidae" "Cypriniformes"
"10805" "Enteromius_trispiloides" "Cyprinidae" "Cypriniformes"
"10806" "Enteromius_trispilomimus" "Cyprinidae" "Cypriniformes"
"10807" "Enteromius_trispilopleura" "Cyprinidae" "Cypriniformes"
"10808" "Enteromius_trispilos" "Cyprinidae" "Cypriniformes"
"10809" "Enteromius_turkanae" "Cyprinidae" "Cypriniformes"
"10810" "Enteromius_unitaeniatus" "Cyprinidae" "Cypriniformes"
"10811" "Enteromius_urostigma" "Cyprinidae" "Cypriniformes"
"10812" "Enteromius_usambarae" "Cyprinidae" "Cypriniformes"
"10813" "Enteromius_validus" "Cyprinidae" "Cypriniformes"
"10814" "Enteromius_vanderysti" "Cyprinidae" "Cypriniformes"
"10815" "Enteromius_vandewallei" "Cyprinidae" "Cypriniformes"
"10816" "Enteromius_venustus" "Cyprinidae" "Cypriniformes"
"10817" "Enteromius_viktorianus" "Cyprinidae" "Cypriniformes"
"10818" "Enteromius_viviparus" "Cyprinidae" "Cypriniformes"
"10819" "Enteromius_walkeri" "Cyprinidae" "Cypriniformes"
"10820" "Enteromius_wellmani" "Cyprinidae" "Cypriniformes"
"10821" "Enteromius_yeiensis" "Cyprinidae" "Cypriniformes"
"10822" "Enteromius_yongei" "Cyprinidae" "Cypriniformes"
"10823" "Enteromius_zalbiensis" "Cyprinidae" "Cypriniformes"
"10824" "Enteromius_zanzibaricus" "Cyprinidae" "Cypriniformes"
"10825" "Entomacrodus_cadenati" "Blenniidae" "Perciformes"
"10826" "Entomacrodus_caudofasciatus" "Blenniidae" "Perciformes"
"10827" "Entomacrodus_chapmani" "Blenniidae" "Perciformes"
"10828" "Entomacrodus_chiostictus" "Blenniidae" "Perciformes"
"10829" "Entomacrodus_corneliae" "Blenniidae" "Perciformes"
"10830" "Entomacrodus_cymatobiotus" "Blenniidae" "Perciformes"
"10831" "Entomacrodus_decussatus" "Blenniidae" "Perciformes"
"10832" "Entomacrodus_epalzeocheilos" "Blenniidae" "Perciformes"
"10833" "Entomacrodus_lemuria" "Blenniidae" "Perciformes"
"10834" "Entomacrodus_lighti" "Blenniidae" "Perciformes"
"10835" "Entomacrodus_longicirrus" "Blenniidae" "Perciformes"
"10836" "Entomacrodus_macrospilus" "Blenniidae" "Perciformes"
"10837" "Entomacrodus_marmoratus" "Blenniidae" "Perciformes"
"10838" "Entomacrodus_nigricans" "Blenniidae" "Perciformes"
"10839" "Entomacrodus_niuafoouensis" "Blenniidae" "Perciformes"
"10840" "Entomacrodus_randalli" "Blenniidae" "Perciformes"
"10841" "Entomacrodus_rofeni" "Blenniidae" "Perciformes"
"10842" "Entomacrodus_sealei" "Blenniidae" "Perciformes"
"10843" "Entomacrodus_solus" "Blenniidae" "Perciformes"
"10844" "Entomacrodus_stellifer" "Blenniidae" "Perciformes"
"10845" "Entomacrodus_strasburgi" "Blenniidae" "Perciformes"
"10846" "Entomacrodus_striatus" "Blenniidae" "Perciformes"
"10847" "Entomacrodus_textilis" "Blenniidae" "Perciformes"
"10848" "Entomacrodus_thalassinus" "Blenniidae" "Perciformes"
"10849" "Entomacrodus_vermiculatus" "Blenniidae" "Perciformes"
"10850" "Entomacrodus_vomerinus" "Blenniidae" "Perciformes"
"10851" "Entomacrodus_williamsi" "Blenniidae" "Perciformes"
"10852" "Entomocorus_benjamini" "Auchenipteridae" "Siluriformes"
"10853" "Entomocorus_gameroi" "Auchenipteridae" "Siluriformes"
"10854" "Entomocorus_melaphareus" "Auchenipteridae" "Siluriformes"
"10855" "Entomocorus_radiosus" "Auchenipteridae" "Siluriformes"
"10862" "Eocallionymus_papilio" "Callionymidae" "Perciformes"
"10863" "Eopsetta_grigorjewi" "Pleuronectidae" "Pleuronectiformes"
"10864" "Eopsetta_jordani" "Pleuronectidae" "Pleuronectiformes"
"10865" "Epactionotus_bilineatus" "Loricariidae" "Siluriformes"
"10866" "Epactionotus_gracilis" "Loricariidae" "Siluriformes"
"10867" "Epactionotus_itaimbezinho" "Loricariidae" "Siluriformes"
"10868" "Epactionotus_yasi" "Loricariidae" "Siluriformes"
"10869" "Epalzeorhynchos_bicolor" "Cyprinidae" "Cypriniformes"
"10870" "Epalzeorhynchos_frenatus" "Cyprinidae" "Cypriniformes"
"10871" "Epalzeorhynchos_kalopterus" "Cyprinidae" "Cypriniformes"
"10872" "Epalzeorhynchos_munense" "Cyprinidae" "Cypriniformes"
"10873" "Epapterus_blohmi" "Auchenipteridae" "Siluriformes"
"10874" "Epapterus_dispilurus" "Auchenipteridae" "Siluriformes"
"10875" "Epetriodus_freddyi" "Ophidiidae" "Ophidiiformes"
"10876" "Ephippion_guttifer" "Tetraodontidae" "Tetraodontiformes"
"10877" "Ephippus_goreensis" "Ephippidae" "Perciformes"
"10878" "Ephippus_orbis" "Ephippidae" "Perciformes"
"10879" "Epibulus_brevis" "Labridae" "Labriformes"
"10880" "Epibulus_insidiator" "Labridae" "Labriformes"
"10881" "Epigonus_affinis" "Epigonidae" "Pempheriformes"
"10882" "Epigonus_angustifrons" "Epigonidae" "Pempheriformes"
"10883" "Epigonus_atherinoides" "Epigonidae" "Pempheriformes"
"10884" "Epigonus_carbonarius" "Epigonidae" "Pempheriformes"
"10885" "Epigonus_cavaticus" "Epigonidae" "Pempheriformes"
"10886" "Epigonus_chilensis" "Epigonidae" "Pempheriformes"
"10887" "Epigonus_constanciae" "Epigonidae" "Pempheriformes"
"10888" "Epigonus_crassicaudus" "Epigonidae" "Pempheriformes"
"10889" "Epigonus_ctenolepis" "Epigonidae" "Pempheriformes"
"10890" "Epigonus_denticulatus" "Epigonidae" "Pempheriformes"
"10891" "Epigonus_devaneyi" "Epigonidae" "Pempheriformes"
"10892" "Epigonus_draco" "Epigonidae" "Pempheriformes"
"10893" "Epigonus_elegans" "Epigonidae" "Pempheriformes"
"10894" "Epigonus_elongatus" "Epigonidae" "Pempheriformes"
"10895" "Epigonus_exodon" "Epigonidae" "Pempheriformes"
"10896" "Epigonus_fragilis" "Epigonidae" "Pempheriformes"
"10897" "Epigonus_glossodontus" "Epigonidae" "Pempheriformes"
"10898" "Epigonus_heracleus" "Epigonidae" "Pempheriformes"
"10899" "Epigonus_lenimen" "Epigonidae" "Pempheriformes"
"10900" "Epigonus_lifouensis" "Epigonidae" "Pempheriformes"
"10901" "Epigonus_machaera" "Epigonidae" "Pempheriformes"
"10902" "Epigonus_macrops" "Epigonidae" "Pempheriformes"
"10903" "Epigonus_marimonticolus" "Epigonidae" "Pempheriformes"
"10904" "Epigonus_marisrubri" "Epigonidae" "Pempheriformes"
"10905" "Epigonus_mayeri" "Epigonidae" "Pempheriformes"
"10906" "Epigonus_notacanthus" "Epigonidae" "Pempheriformes"
"10907" "Epigonus_occidentalis" "Epigonidae" "Pempheriformes"
"10908" "Epigonus_okamotoi" "Epigonidae" "Pempheriformes"
"10909" "Epigonus_oligolepis" "Epigonidae" "Pempheriformes"
"10910" "Epigonus_pandionis" "Epigonidae" "Pempheriformes"
"10911" "Epigonus_parini" "Epigonidae" "Pempheriformes"
"10912" "Epigonus_pectinifer" "Epigonidae" "Pempheriformes"
"10913" "Epigonus_robustus" "Epigonidae" "Pempheriformes"
"10914" "Epigonus_telescopus" "Epigonidae" "Pempheriformes"
"10915" "Epigonus_thai" "Epigonidae" "Pempheriformes"
"10916" "Epigonus_trunovi" "Epigonidae" "Pempheriformes"
"10917" "Epigonus_tuberculatus" "Epigonidae" "Pempheriformes"
"10918" "Epigonus_waltersensis" "Epigonidae" "Pempheriformes"
"10919" "Epinephelides_armatus" "Serranidae" "Perciformes"
"10920" "Epinephelus_adscensionis" "Serranidae" "Perciformes"
"10921" "Epinephelus_aeneus" "Serranidae" "Perciformes"
"10922" "Epinephelus_akaara" "Serranidae" "Perciformes"
"10923" "Epinephelus_albomarginatus" "Serranidae" "Perciformes"
"10924" "Epinephelus_amblycephalus" "Serranidae" "Perciformes"
"10925" "Epinephelus_analogus" "Serranidae" "Perciformes"
"10926" "Epinephelus_andersoni" "Serranidae" "Perciformes"
"10927" "Epinephelus_areolatus" "Serranidae" "Perciformes"
"10928" "Epinephelus_awoara" "Serranidae" "Perciformes"
"10929" "Epinephelus_bilobatus" "Serranidae" "Perciformes"
"10930" "Epinephelus_bleekeri" "Serranidae" "Perciformes"
"10931" "Epinephelus_bontoides" "Serranidae" "Perciformes"
"10932" "Epinephelus_bruneus" "Serranidae" "Perciformes"
"10933" "Epinephelus_caninus" "Serranidae" "Perciformes"
"10934" "Epinephelus_chabaudi" "Serranidae" "Perciformes"
"10935" "Epinephelus_chlorocephalus" "Serranidae" "Perciformes"
"10936" "Epinephelus_chlorostigma" "Serranidae" "Perciformes"
"10937" "Epinephelus_cifuentesi" "Serranidae" "Perciformes"
"10938" "Epinephelus_clippertonensis" "Serranidae" "Perciformes"
"10939" "Epinephelus_coeruleopunctatus" "Serranidae" "Perciformes"
"10940" "Epinephelus_coioides" "Serranidae" "Perciformes"
"10941" "Epinephelus_corallicola" "Serranidae" "Perciformes"
"10942" "Epinephelus_costae" "Serranidae" "Perciformes"
"10943" "Epinephelus_cyanopodus" "Serranidae" "Perciformes"
"10944" "Epinephelus_daemelii" "Serranidae" "Perciformes"
"10945" "Epinephelus_darwinensis" "Serranidae" "Perciformes"
"10946" "Epinephelus_diacanthus" "Serranidae" "Perciformes"
"10947" "Epinephelus_drummondhayi" "Serranidae" "Perciformes"
"10948" "Epinephelus_epistictus" "Serranidae" "Perciformes"
"10949" "Epinephelus_erythrurus" "Serranidae" "Perciformes"
"10950" "Epinephelus_fasciatomaculosus" "Serranidae" "Perciformes"
"10951" "Epinephelus_fasciatus" "Serranidae" "Perciformes"
"10952" "Epinephelus_faveatus" "Serranidae" "Perciformes"
"10953" "Epinephelus_flavocaeruleus" "Serranidae" "Perciformes"
"10954" "Epinephelus_fuscoguttatus" "Serranidae" "Perciformes"
"10955" "Epinephelus_gabriellae" "Serranidae" "Perciformes"
"10956" "Epinephelus_goreensis" "Serranidae" "Perciformes"
"10957" "Epinephelus_guttatus" "Serranidae" "Perciformes"
"10958" "Epinephelus_heniochus" "Serranidae" "Perciformes"
"10959" "Epinephelus_hexagonatus" "Serranidae" "Perciformes"
"10960" "Epinephelus_howlandi" "Serranidae" "Perciformes"
"10961" "Epinephelus_indistinctus" "Serranidae" "Perciformes"
"10962" "Epinephelus_irroratus" "Serranidae" "Perciformes"
"10963" "Epinephelus_itajara" "Serranidae" "Perciformes"
"10964" "Epinephelus_kupangensis" "Serranidae" "Perciformes"
"10965" "Epinephelus_labriformis" "Serranidae" "Perciformes"
"10966" "Epinephelus_lanceolatus" "Serranidae" "Perciformes"
"10967" "Epinephelus_latifasciatus" "Serranidae" "Perciformes"
"10968" "Epinephelus_lebretonianus" "Serranidae" "Perciformes"
"10969" "Epinephelus_longispinis" "Serranidae" "Perciformes"
"10970" "Epinephelus_macrospilos" "Serranidae" "Perciformes"
"10971" "Epinephelus_maculatus" "Serranidae" "Perciformes"
"10972" "Epinephelus_magniscuttis" "Serranidae" "Perciformes"
"10973" "Epinephelus_malabaricus" "Serranidae" "Perciformes"
"10974" "Epinephelus_marginatus" "Serranidae" "Perciformes"
"10975" "Epinephelus_melanostigma" "Serranidae" "Perciformes"
"10976" "Epinephelus_merra" "Serranidae" "Perciformes"
"10977" "Epinephelus_miliaris" "Serranidae" "Perciformes"
"10978" "Epinephelus_morio" "Serranidae" "Perciformes"
"10979" "Epinephelus_morrhua" "Serranidae" "Perciformes"
"10980" "Epinephelus_multinotatus" "Serranidae" "Perciformes"
"10981" "Epinephelus_ongus" "Serranidae" "Perciformes"
"10982" "Epinephelus_poecilonotus" "Serranidae" "Perciformes"
"10983" "Epinephelus_polylepis" "Serranidae" "Perciformes"
"10984" "Epinephelus_polyphekadion" "Serranidae" "Perciformes"
"10985" "Epinephelus_polystigma" "Serranidae" "Perciformes"
"10986" "Epinephelus_posteli" "Serranidae" "Perciformes"
"10987" "Epinephelus_quinquefasciatus" "Serranidae" "Perciformes"
"10988" "Epinephelus_quoyanus" "Serranidae" "Perciformes"
"10989" "Epinephelus_radiatus" "Serranidae" "Perciformes"
"10990" "Epinephelus_retouti" "Serranidae" "Perciformes"
"10991" "Epinephelus_rivulatus" "Serranidae" "Perciformes"
"10992" "Epinephelus_sexfasciatus" "Serranidae" "Perciformes"
"10993" "Epinephelus_socialis" "Serranidae" "Perciformes"
"10994" "Epinephelus_spilotoceps" "Serranidae" "Perciformes"
"10995" "Epinephelus_stictus" "Serranidae" "Perciformes"
"10996" "Epinephelus_stoliczkae" "Serranidae" "Perciformes"
"10997" "Epinephelus_striatus" "Serranidae" "Perciformes"
"10998" "Epinephelus_suborbitalis" "Serranidae" "Perciformes"
"10999" "Epinephelus_summana" "Serranidae" "Perciformes"
"11000" "Epinephelus_tauvina" "Serranidae" "Perciformes"
"11001" "Epinephelus_timorensis" "Serranidae" "Perciformes"
"11002" "Epinephelus_trimaculatus" "Serranidae" "Perciformes"
"11003" "Epinephelus_trophis" "Serranidae" "Perciformes"
"11004" "Epinephelus_tuamotuensis" "Serranidae" "Perciformes"
"11005" "Epinephelus_tukula" "Serranidae" "Perciformes"
"11006" "Epinephelus_undulatostriatus" "Serranidae" "Perciformes"
"11007" "Epinephelus_undulosus" "Serranidae" "Perciformes"
"11008" "Epinnula_magistralis" "Gempylidae" "Perciformes"
"11009" "Epiplatys_annulatus" "Nothobranchiidae" "Cyprinodontiformes"
"11010" "Epiplatys_ansorgii" "Nothobranchiidae" "Cyprinodontiformes"
"11011" "Epiplatys_atratus" "Nothobranchiidae" "Cyprinodontiformes"
"11012" "Epiplatys_barmoiensis" "Nothobranchiidae" "Cyprinodontiformes"
"11013" "Epiplatys_biafranus" "Nothobranchiidae" "Cyprinodontiformes"
"11014" "Epiplatys_bifasciatus" "Nothobranchiidae" "Cyprinodontiformes"
"11015" "Epiplatys_chaperi" "Nothobranchiidae" "Cyprinodontiformes"
"11016" "Epiplatys_chevalieri" "Nothobranchiidae" "Cyprinodontiformes"
"11017" "Epiplatys_coccinatus" "Nothobranchiidae" "Cyprinodontiformes"
"11018" "Epiplatys_dageti" "Nothobranchiidae" "Cyprinodontiformes"
"11019" "Epiplatys_duboisi" "Nothobranchiidae" "Cyprinodontiformes"
"11020" "Epiplatys_esekanus" "Nothobranchiidae" "Cyprinodontiformes"
"11021" "Epiplatys_etzeli" "Nothobranchiidae" "Cyprinodontiformes"
"11022" "Epiplatys_fasciolatus" "Nothobranchiidae" "Cyprinodontiformes"
"11023" "Epiplatys_grahami" "Nothobranchiidae" "Cyprinodontiformes"
"11024" "Epiplatys_guineensis" "Nothobranchiidae" "Cyprinodontiformes"
"11025" "Epiplatys_hildegardae" "Nothobranchiidae" "Cyprinodontiformes"
"11026" "Epiplatys_huberi" "Nothobranchiidae" "Cyprinodontiformes"
"11027" "Epiplatys_infrafasciatus" "Nothobranchiidae" "Cyprinodontiformes"
"11028" "Epiplatys_josianae" "Nothobranchiidae" "Cyprinodontiformes"
"11029" "Epiplatys_lamottei" "Nothobranchiidae" "Cyprinodontiformes"
"11030" "Epiplatys_longiventralis" "Nothobranchiidae" "Cyprinodontiformes"
"11031" "Epiplatys_maeseni" "Nothobranchiidae" "Cyprinodontiformes"
"11032" "Epiplatys_mesogramma" "Nothobranchiidae" "Cyprinodontiformes"
"11033" "Epiplatys_multifasciatus" "Nothobranchiidae" "Cyprinodontiformes"
"11034" "Epiplatys_neumanni" "Nothobranchiidae" "Cyprinodontiformes"
"11035" "Epiplatys_njalaensis" "Nothobranchiidae" "Cyprinodontiformes"
"11036" "Epiplatys_olbrechtsi" "Nothobranchiidae" "Cyprinodontiformes"
"11037" "Epiplatys_phoeniceps" "Nothobranchiidae" "Cyprinodontiformes"
"11038" "Epiplatys_roloffi" "Nothobranchiidae" "Cyprinodontiformes"
"11039" "Epiplatys_ruhkopfi" "Nothobranchiidae" "Cyprinodontiformes"
"11040" "Epiplatys_sangmelinensis" "Nothobranchiidae" "Cyprinodontiformes"
"11041" "Epiplatys_sexfasciatus" "Nothobranchiidae" "Cyprinodontiformes"
"11042" "Epiplatys_singa" "Nothobranchiidae" "Cyprinodontiformes"
"11043" "Epiplatys_spilargyreius" "Nothobranchiidae" "Cyprinodontiformes"
"11044" "Epiplatys_togolensis" "Nothobranchiidae" "Cyprinodontiformes"
"11045" "Episemion_krystallinoron" "Nothobranchiidae" "Cyprinodontiformes"
"11096" "Equetus_lanceolatus" "Sciaenidae" "Incertae sedis in Eupercaria"
"11097" "Equetus_punctatus" "Sciaenidae" "Incertae sedis in Eupercaria"
"11098" "Equulites_absconditus" "Leiognathidae" "Chaetodontiformes"
"11099" "Equulites_antongil" "Leiognathidae" "Chaetodontiformes"
"11100" "Equulites_elongatus" "Leiognathidae" "Chaetodontiformes"
"11101" "Equulites_klunzingeri" "Leiognathidae" "Chaetodontiformes"
"11102" "Equulites_laterofenestra" "Leiognathidae" "Chaetodontiformes"
"11103" "Equulites_leuciscus" "Leiognathidae" "Chaetodontiformes"
"11104" "Equulites_lineolatus" "Leiognathidae" "Chaetodontiformes"
"11105" "Equulites_moretoniensis" "Leiognathidae" "Chaetodontiformes"
"11106" "Equulites_rivulatus" "Leiognathidae" "Chaetodontiformes"
"11107" "Equulites_stercorarius" "Leiognathidae" "Chaetodontiformes"
